Acc:0.8203125
Epoch [7/30]:  73%|████████▋   | 80/110 [07:19<02:43,  5.44s/it, loss=0.493]Acc:0.828125
Epoch [8/30]:  45%|█████▍      | 50/110 [04:44<05:49,  5.83s/it, loss=0.464]Acc:0.90625
Epoch [8/30]:  50%|██████      | 55/110 [05:13<05:15,  5.74s/it, loss=0.469]Acc:0.890625
Epoch [8/30]:  55%|██████▌     | 60/110 [05:42<04:50,  5.81s/it, loss=0.477]Acc:0.8671875
Epoch [8/30]:  59%|███████     | 65/110 [06:10<04:10,  5.57s/it, loss=0.493]Acc:0.8515625
Epoch [8/30]:  64%|███████▋    | 70/110 [06:37<03:45,  5.65s/it, loss=0.467]Acc:0.859375
Epoch [8/30]:  68%|████████▏   | 75/110 [07:05<03:14,  5.56s/it, loss=0.491]Acc:0.8828125
Epoch [8/30]:  73%|████████▋   | 80/110 [07:33<02:52,  5.74s/it, loss=0.466]Acc:0.890625
Epoch [8/30]:  77%|█████████▎  | 85/110 [08:00<02:16,  5.48s/it, loss=0.478]Acc:0.890625
Epoch [8/30]:  82%|█████████▊  | 90/110 [08:29<01:52,  5.62s/it, loss=0.518]Acc:0.8515625
Epoch [8/30]:  86%|██████████▎ | 95/110 [08:57<01:24,  5.66s/it, loss=0.476]Acc:0.8515625
Epoch [8/30]:  91%|██████████ | 100/110 [09:25<00:55,  5.60s/it, loss=0.482]Acc:0.875
Epoch [8/30]:  95%|██████████▌| 105/110 [09:52<00:27,  5.49s/it, loss=0.453]Acc:0.890625
Epoch [8/30]: 100%|███████████| 110/110 [10:10<00:00,  5.55s/it, loss=0.596]
Epochs 8,  Test ACC: 0.787459078317804
Epoch [9/30]:   0%|                     | 0/110 [00:05<?, ?it/s, loss=0.475]Acc:0.875
Epoch [9/30]:   5%|▌            | 5/110 [00:33<09:38,  5.51s/it, loss=0.458]Acc:0.8984375
Epoch [9/30]:   9%|█           | 10/110 [01:01<09:11,  5.51s/it, loss=0.445]Acc:0.921875
Epoch [9/30]:  14%|█▋          | 15/110 [01:29<08:52,  5.60s/it, loss=0.446]Acc:0.9140625
Epoch [9/30]:  18%|██▏         | 20/110 [01:58<08:33,  5.71s/it, loss=0.485]Acc:0.875
Epoch [9/30]:  23%|██▋         | 25/110 [02:26<07:58,  5.63s/it, loss=0.459]Acc:0.8828125
Epoch [9/30]:  27%|███▎        | 30/110 [02:55<07:32,  5.65s/it, loss=0.466]Acc:0.8828125
Epoch [9/30]:  32%|███▊        | 35/110 [03:23<07:02,  5.64s/it, loss=0.455]Acc:0.8984375
Epoch [9/30]:  36%|████▎       | 40/110 [03:51<06:40,  5.72s/it, loss=0.453]Acc:0.9296875
Epoch [9/30]:  41%|████▉       | 45/110 [04:19<05:52,  5.42s/it, loss=0.473]Acc:0.890625
Epoch [9/30]:  45%|█████▍      | 50/110 [04:47<05:40,  5.68s/it, loss=0.466]Acc:0.90625
Epoch [9/30]:  50%|██████      | 55/110 [05:15<05:02,  5.50s/it, loss=0.452]Acc:0.9140625
Epoch [9/30]:  55%|██████▌     | 60/110 [05:42<04:35,  5.51s/it, loss=0.447]Acc:0.90625
Epoch [9/30]:  59%|███████     | 65/110 [06:10<04:09,  5.53s/it, loss=0.451]Acc:0.9296875
Epoch [9/30]:  64%|████████▎    | 70/110 [06:38<03:38,  5.46s/it, loss=0.46]Acc:0.921875
Epoch [9/30]:  68%|████████▏   | 75/110 [07:05<03:14,  5.55s/it, loss=0.473]Acc:0.8671875
Epoch [9/30]:  73%|████████▋   | 80/110 [07:34<02:50,  5.69s/it, loss=0.478]Acc:0.890625
Epoch [9/30]:  77%|█████████▎  | 85/110 [08:01<02:18,  5.55s/it, loss=0.475]Acc:0.8828125
Epoch [9/30]:  82%|█████████▊  | 90/110 [08:29<01:53,  5.65s/it, loss=0.474]Acc:0.890625
Epoch [9/30]:  86%|██████████▎ | 95/110 [08:57<01:22,  5.49s/it, loss=0.453]Acc:0.90625
Epoch [9/30]:  91%|██████████ | 100/110 [09:24<00:54,  5.46s/it, loss=0.492]Acc:0.8515625
Epoch [9/30]:  95%|██████████▌| 105/110 [09:51<00:27,  5.49s/it, loss=0.451]Acc:0.9296875
Epoch [9/30]: 100%|███████████| 110/110 [10:08<00:00,  5.53s/it, loss=0.366]
Epochs 9,  Test ACC: 0.7872072525812138
Epoch [10/30]:   0%|                    | 0/110 [00:05<?, ?it/s, loss=0.455]Acc:0.921875
Epoch [10/30]:   5%|▌            | 5/110 [00:33<09:38,  5.51s/it, loss=0.49]Acc:0.859375
Epoch [10/30]:   9%|█          | 10/110 [01:02<09:31,  5.71s/it, loss=0.444]Acc:0.9296875
Epoch [10/30]:  14%|█▌         | 15/110 [01:31<09:20,  5.90s/it, loss=0.439]Acc:0.921875
Epoch [10/30]:  18%|██         | 20/110 [01:58<08:10,  5.45s/it, loss=0.485]Acc:0.84375
Epoch [10/30]:  23%|██▌        | 25/110 [02:26<08:03,  5.68s/it, loss=0.469]Acc:0.8984375
Epoch [10/30]:  27%|███        | 30/110 [02:54<07:30,  5.63s/it, loss=0.471]Acc:0.8671875
Epoch [10/30]:  32%|███▌       | 35/110 [03:22<06:55,  5.54s/it, loss=0.444]Acc:0.9140625
Epoch [10/30]:  36%|████       | 40/110 [03:50<06:43,  5.76s/it, loss=0.453]Acc:0.9140625
Epoch [10/30]:  41%|████▌      | 45/110 [04:18<06:03,  5.59s/it, loss=0.457]Acc:0.9375
Epoch [10/30]:  45%|█████      | 50/110 [04:46<05:36,  5.60s/it, loss=0.482]Acc:0.890625
Epoch [10/30]:  50%|█████▌     | 55/110 [05:16<05:28,  5.96s/it, loss=0.454]Acc:0.9140625
Epoch [10/30]:  55%|██████     | 60/110 [05:45<04:54,  5.89s/it, loss=0.454]Acc:0.921875
Epoch [10/30]:  59%|██████▌    | 65/110 [06:13<04:08,  5.52s/it, loss=0.469]Acc:0.8828125
Epoch [10/30]:  64%|███████    | 70/110 [06:41<03:43,  5.59s/it, loss=0.428]Acc:0.9296875
Epoch [10/30]:  68%|███████▍   | 75/110 [07:08<03:07,  5.35s/it, loss=0.453]Acc:0.890625
Epoch [10/30]:  73%|████████   | 80/110 [07:36<02:44,  5.50s/it, loss=0.474]Acc:0.875
Epoch [10/30]:  77%|████████▌  | 85/110 [08:04<02:19,  5.58s/it, loss=0.458]Acc:0.8828125
Epoch [10/30]:  82%|█████████  | 90/110 [08:33<01:53,  5.69s/it, loss=0.435]Acc:0.9140625
Epoch [10/30]:  86%|█████████▌ | 95/110 [09:02<01:26,  5.77s/it, loss=0.433]Acc:0.921875
Epoch [10/30]:  91%|█████████ | 100/110 [09:32<01:01,  6.13s/it, loss=0.477]Acc:0.8671875
Epoch [10/30]:  95%|█████████▌| 105/110 [10:00<00:29,  5.84s/it, loss=0.459]Acc:0.890625
Epoch [10/30]: 100%|███████████| 110/110 [10:19<00:00,  5.64s/it, loss=0.47]
Epochs 10,  Test ACC: 0.7897255099471165
Epoch [11/30]:   0%|                    | 0/110 [00:05<?, ?it/s, loss=0.464]Acc:0.890625
Epoch [11/30]:   5%|▌           | 5/110 [00:35<10:16,  5.87s/it, loss=0.479]Acc:0.8984375
Epoch [11/30]:   9%|█          | 10/110 [01:05<10:01,  6.01s/it, loss=0.451]Acc:0.9296875
Epoch [11/30]:  14%|█▌         | 15/110 [01:34<09:23,  5.93s/it, loss=0.471]Acc:0.875
Epoch [11/30]:  18%|██         | 20/110 [02:02<08:26,  5.63s/it, loss=0.455]Acc:0.8984375
Epoch [11/30]:  23%|██▋         | 25/110 [02:30<08:03,  5.68s/it, loss=0.46]Acc:0.9296875
Epoch [11/30]:  27%|███        | 30/110 [02:59<07:45,  5.82s/it, loss=0.442]Acc:0.921875
Epoch [11/30]:  32%|███▌       | 35/110 [03:26<06:49,  5.47s/it, loss=0.457]Acc:0.8828125
Epoch [11/30]:  36%|████       | 40/110 [03:55<06:38,  5.69s/it, loss=0.468]Acc:0.9140625
Epoch [11/30]:  41%|████▉       | 45/110 [04:25<06:23,  5.89s/it, loss=0.44]Acc:0.9296875
Epoch [11/30]:  45%|█████      | 50/110 [04:55<05:52,  5.87s/it, loss=0.451]Acc:0.921875
Epoch [11/30]:  50%|█████▌     | 55/110 [05:25<05:26,  5.93s/it, loss=0.466]Acc:0.8984375
Epoch [11/30]:  55%|██████     | 60/110 [05:54<04:57,  5.95s/it, loss=0.466]Acc:0.921875
Epoch [11/30]:  59%|██████▌    | 65/110 [06:24<04:28,  5.96s/it, loss=0.476]Acc:0.875
Epoch [11/30]:  64%|███████▋    | 70/110 [06:53<03:50,  5.77s/it, loss=0.47]Acc:0.8828125
Epoch [11/30]:  68%|███████▍   | 75/110 [07:22<03:23,  5.81s/it, loss=0.478]Acc:0.8828125
Epoch [11/30]:  73%|████████   | 80/110 [07:52<02:57,  5.93s/it, loss=0.436]Acc:0.9375
Epoch [11/30]:  77%|████████▌  | 85/110 [08:21<02:27,  5.91s/it, loss=0.439]Acc:0.9140625
Epoch [11/30]:  82%|█████████  | 90/110 [08:49<01:51,  5.59s/it, loss=0.456]Acc:0.90625
Epoch [11/30]:  86%|█████████▌ | 95/110 [09:18<01:27,  5.85s/it, loss=0.451]Acc:0.921875
Epoch [11/30]:  91%|█████████ | 100/110 [09:46<00:57,  5.78s/it, loss=0.439]Acc:0.9140625
Epoch [11/30]:  95%|██████████▌| 105/110 [10:15<00:29,  5.87s/it, loss=0.47]Acc:0.875
Epoch [11/30]: 100%|██████████| 110/110 [10:34<00:00,  5.76s/it, loss=0.497]
Epochs 11,  Test ACC: 0.790984638630068
Epoch [12/30]:   0%|                    | 0/110 [00:06<?, ?it/s, loss=0.454]Acc:0.9140625
Epoch [12/30]:   5%|▌           | 5/110 [00:37<10:51,  6.21s/it, loss=0.452]Acc:0.8828125
Epoch [12/30]:   9%|█          | 10/110 [01:06<09:47,  5.87s/it, loss=0.448]Acc:0.8984375
Epoch [12/30]:  14%|█▌         | 15/110 [01:36<09:25,  5.95s/it, loss=0.444]Acc:0.9375
Epoch [12/30]:  18%|██         | 20/110 [02:07<09:05,  6.06s/it, loss=0.435]Acc:0.9453125
Epoch [12/30]:  23%|██▌        | 25/110 [02:36<08:18,  5.86s/it, loss=0.433]Acc:0.921875
Epoch [12/30]:  27%|███        | 30/110 [03:04<07:40,  5.76s/it, loss=0.434]Acc:0.9375
Epoch [12/30]:  32%|███▊        | 35/110 [03:32<06:56,  5.55s/it, loss=0.45]Acc:0.8984375
Epoch [12/30]:  36%|████       | 40/110 [04:01<06:41,  5.74s/it, loss=0.435]Acc:0.9296875
Epoch [12/30]:  41%|████▉       | 45/110 [04:30<06:12,  5.72s/it, loss=0.44]Acc:0.8984375
Epoch [12/30]:  45%|█████      | 50/110 [05:01<06:07,  6.12s/it, loss=0.451]Acc:0.921875
Epoch [12/30]:  50%|██████      | 55/110 [05:31<05:30,  6.01s/it, loss=0.45]Acc:0.90625
Epoch [12/30]:  55%|██████▌     | 60/110 [06:00<04:52,  5.85s/it, loss=0.47]Acc:0.875
Epoch [12/30]:  59%|██████▌    | 65/110 [06:31<04:32,  6.05s/it, loss=0.457]Acc:0.8984375
Epoch [12/30]:  64%|███████    | 70/110 [07:00<04:07,  6.20s/it, loss=0.439]Acc:0.9296875
Epoch [12/30]:  68%|███████▍   | 75/110 [07:29<03:25,  5.87s/it, loss=0.423]Acc:0.9453125
Epoch [12/30]:  73%|████████   | 80/110 [08:02<03:09,  6.33s/it, loss=0.447]Acc:0.8984375
Epoch [12/30]:  77%|████████▌  | 85/110 [08:32<02:32,  6.09s/it, loss=0.457]Acc:0.921875
Epoch [12/30]:  82%|█████████  | 90/110 [09:02<01:58,  5.95s/it, loss=0.443]Acc:0.890625
Epoch [12/30]:  86%|█████████▌ | 95/110 [09:33<01:32,  6.15s/it, loss=0.446]Acc:0.90625
Epoch [12/30]:  91%|█████████ | 100/110 [10:03<01:00,  6.09s/it, loss=0.442]Acc:0.90625
Epoch [12/30]:  95%|█████████▌| 105/110 [10:33<00:29,  5.88s/it, loss=0.422]Acc:0.9609375
Epoch [12/30]: 100%|███████████| 110/110 [10:52<00:00,  5.93s/it, loss=0.36]
Epochs 12,  Test ACC: 0.7940065474691513
Epoch [13/30]:   0%|                    | 0/110 [00:05<?, ?it/s, loss=0.435]Acc:0.9453125
Epoch [13/30]:   5%|▌           | 5/110 [00:34<10:02,  5.73s/it, loss=0.424]Acc:0.9609375
Epoch [13/30]:   9%|█          | 10/110 [01:05<10:16,  6.17s/it, loss=0.471]Acc:0.84375
Epoch [13/30]:  14%|█▌         | 15/110 [01:32<08:56,  5.64s/it, loss=0.434]Acc:0.9140625
Epoch [13/30]:  18%|██         | 20/110 [02:02<08:35,  5.73s/it, loss=0.468]Acc:0.875
Epoch [13/30]:  23%|██▌        | 25/110 [02:33<08:40,  6.13s/it, loss=0.434]Acc:0.9296875
Epoch [13/30]:  27%|███        | 30/110 [03:04<08:01,  6.02s/it, loss=0.415]Acc:0.9375
Epoch [13/30]:  32%|███▌       | 35/110 [03:34<07:36,  6.09s/it, loss=0.432]Acc:0.9375
Epoch [13/30]:  36%|████       | 40/110 [04:05<07:11,  6.17s/it, loss=0.419]Acc:0.9296875
Epoch [13/30]:  41%|████▌      | 45/110 [04:35<06:37,  6.12s/it, loss=0.455]Acc:0.875
Epoch [13/30]:  45%|█████      | 50/110 [05:05<06:05,  6.09s/it, loss=0.457]Acc:0.890625
Epoch [13/30]:  50%|█████▌     | 55/110 [05:35<05:32,  6.05s/it, loss=0.443]Acc:0.921875
Epoch [13/30]:  55%|██████     | 60/110 [06:05<05:05,  6.11s/it, loss=0.453]Acc:0.875
Epoch [13/30]:  59%|███████     | 65/110 [06:35<04:35,  6.11s/it, loss=0.43]Acc:0.953125
Epoch [13/30]:  64%|███████    | 70/110 [07:05<03:57,  5.95s/it, loss=0.437]Acc:0.921875
Epoch [13/30]:  68%|███████▍   | 75/110 [07:36<03:34,  6.14s/it, loss=0.419]Acc:0.96875
Epoch [13/30]:  73%|████████   | 80/110 [08:05<02:52,  5.75s/it, loss=0.446]Acc:0.9140625
Epoch [13/30]:  77%|████████▌  | 85/110 [08:33<02:24,  5.78s/it, loss=0.458]Acc:0.8828125
Epoch [13/30]:  82%|█████████  | 90/110 [09:02<01:52,  5.63s/it, loss=0.447]Acc:0.90625
Epoch [13/30]:  86%|█████████▌ | 95/110 [09:30<01:22,  5.51s/it, loss=0.423]Acc:0.9453125
Epoch [13/30]:  91%|█████████ | 100/110 [09:59<00:59,  5.90s/it, loss=0.416]Acc:0.9609375
Epoch [13/30]:  95%|██████████▌| 105/110 [10:28<00:28,  5.77s/it, loss=0.42]Acc:0.9296875
Epoch [13/30]: 100%|██████████| 110/110 [10:46<00:00,  5.87s/it, loss=0.396]
Epochs 13,  Test ACC: 0.7932510702593805
Epoch [14/30]:   0%|                    | 0/110 [00:05<?, ?it/s, loss=0.434]Acc:0.921875
Epoch [14/30]:   5%|▌           | 5/110 [00:33<09:44,  5.56s/it, loss=0.426]Acc:0.9375
Epoch [14/30]:   9%|█          | 10/110 [01:03<09:31,  5.71s/it, loss=0.433]Acc:0.9296875
Epoch [14/30]:  14%|█▌         | 15/110 [01:34<09:38,  6.09s/it, loss=0.413]Acc:0.9609375
Epoch [14/30]:  18%|██         | 20/110 [02:04<09:14,  6.16s/it, loss=0.426]Acc:0.9453125
Epoch [14/30]:  23%|██▌        | 25/110 [02:34<08:46,  6.20s/it, loss=0.419]Acc:0.9375
Epoch [14/30]:  27%|███        | 30/110 [03:05<07:56,  5.96s/it, loss=0.427]Acc:0.921875
Epoch [14/30]:  32%|███▌       | 35/110 [03:35<07:41,  6.15s/it, loss=0.448]Acc:0.90625
Epoch [14/30]:  36%|████       | 40/110 [04:05<06:54,  5.92s/it, loss=0.429]Acc:0.9296875
Epoch [14/30]:  41%|████▌      | 45/110 [04:36<06:35,  6.08s/it, loss=0.447]Acc:0.9296875
Epoch [14/30]:  45%|█████      | 50/110 [05:07<06:12,  6.20s/it, loss=0.434]Acc:0.9296875
Epoch [14/30]:  50%|█████▌     | 55/110 [05:37<05:29,  5.98s/it, loss=0.462]Acc:0.90625
Epoch [14/30]:  55%|██████     | 60/110 [06:07<05:01,  6.03s/it, loss=0.442]Acc:0.90625
Epoch [14/30]:  59%|██████▌    | 65/110 [06:36<04:23,  5.85s/it, loss=0.432]Acc:0.9375
Epoch [14/30]:  64%|███████    | 70/110 [07:06<03:50,  5.77s/it, loss=0.444]Acc:0.921875
Epoch [14/30]:  68%|███████▍   | 75/110 [07:35<03:23,  5.82s/it, loss=0.431]Acc:0.9375
Epoch [14/30]:  73%|████████▋   | 80/110 [08:05<03:00,  6.01s/it, loss=0.43]Acc:0.9140625
Epoch [14/30]:  77%|████████▌  | 85/110 [08:36<02:34,  6.17s/it, loss=0.459]Acc:0.8828125
Epoch [14/30]:  82%|█████████  | 90/110 [09:06<01:59,  5.99s/it, loss=0.446]Acc:0.921875
Epoch [14/30]:  86%|█████████▌ | 95/110 [09:35<01:27,  5.81s/it, loss=0.414]Acc:0.96875
Epoch [14/30]:  91%|█████████ | 100/110 [10:06<01:00,  6.09s/it, loss=0.448]Acc:0.8828125
Epoch [14/30]:  95%|██████████▌| 105/110 [10:35<00:29,  5.95s/it, loss=0.44]Acc:0.9296875
Epoch [14/30]: 100%|██████████| 110/110 [10:54<00:00,  5.95s/it, loss=0.431]
Epochs 14,  Test ACC: 0.7935028959959708
Epoch [15/30]:   0%|                    | 0/110 [00:05<?, ?it/s, loss=0.419]Acc:0.953125
Epoch [15/30]:   5%|▌           | 5/110 [00:34<10:12,  5.83s/it, loss=0.422]Acc:0.953125
Epoch [15/30]:   9%|█          | 10/110 [01:06<10:31,  6.31s/it, loss=0.422]Acc:0.9453125
Epoch [15/30]:  14%|█▌         | 15/110 [01:36<09:35,  6.06s/it, loss=0.413]Acc:0.953125
Epoch [15/30]:  18%|██         | 20/110 [02:07<09:12,  6.14s/it, loss=0.414]Acc:0.9609375
Epoch [15/30]:  23%|██▋         | 25/110 [02:38<08:54,  6.29s/it, loss=0.45]Acc:0.8984375
Epoch [15/30]:  27%|███▎        | 30/110 [03:07<07:52,  5.90s/it, loss=0.43]Acc:0.921875
Epoch [15/30]:  32%|███▌       | 35/110 [03:37<07:27,  5.97s/it, loss=0.455]Acc:0.890625
Epoch [15/30]:  36%|████       | 40/110 [04:06<06:52,  5.89s/it, loss=0.425]Acc:0.953125
Epoch [15/30]:  41%|████▌      | 45/110 [04:36<06:20,  5.86s/it, loss=0.398]Acc:0.984375
Epoch [15/30]:  45%|█████      | 50/110 [05:06<05:55,  5.92s/it, loss=0.442]Acc:0.8984375
Epoch [15/30]:  50%|█████▌     | 55/110 [05:37<05:37,  6.14s/it, loss=0.463]Acc:0.875
Epoch [15/30]:  55%|██████     | 60/110 [06:08<05:13,  6.27s/it, loss=0.398]Acc:0.96875
Epoch [15/30]:  59%|██████▌    | 65/110 [06:38<04:37,  6.17s/it, loss=0.407]Acc:0.96875
Epoch [15/30]:  64%|███████    | 70/110 [07:08<03:57,  5.94s/it, loss=0.426]Acc:0.9296875
Epoch [15/30]:  68%|███████▍   | 75/110 [07:37<03:26,  5.89s/it, loss=0.412]Acc:0.9453125
Epoch [15/30]:  73%|████████   | 80/110 [08:07<03:03,  6.11s/it, loss=0.439]Acc:0.921875
Epoch [15/30]:  77%|████████▌  | 85/110 [08:37<02:28,  5.92s/it, loss=0.435]Acc:0.9453125
Epoch [15/30]:  82%|█████████  | 90/110 [09:07<02:00,  6.03s/it, loss=0.391]Acc:0.96875
Epoch [15/30]:  86%|█████████▌ | 95/110 [09:38<01:31,  6.10s/it, loss=0.425]Acc:0.9296875
Epoch [15/30]:  91%|█████████ | 100/110 [10:09<01:01,  6.18s/it, loss=0.433]Acc:0.90625
Epoch [15/30]:  95%|█████████▌| 105/110 [10:39<00:29,  5.92s/it, loss=0.421]Acc:0.953125
Epoch [15/30]: 100%|██████████| 110/110 [10:58<00:00,  5.99s/it, loss=0.427]
Epochs 15,  Test ACC: 0.7927474187861999
Epoch [16/30]:   0%|                    | 0/110 [00:05<?, ?it/s, loss=0.416]Acc:0.9609375
Epoch [16/30]:   5%|▌           | 5/110 [00:34<10:14,  5.85s/it, loss=0.419]Acc:0.9453125
Epoch [16/30]:   9%|█          | 10/110 [01:06<10:10,  6.10s/it, loss=0.416]Acc:0.953125
Epoch [16/30]:  14%|█▌         | 15/110 [01:36<09:43,  6.14s/it, loss=0.443]Acc:0.921875
Epoch [16/30]:  18%|██         | 20/110 [02:07<09:02,  6.03s/it, loss=0.427]Acc:0.9296875
Epoch [16/30]:  23%|██▌        | 25/110 [02:37<08:45,  6.18s/it, loss=0.434]Acc:0.9375
Epoch [16/30]:  27%|███        | 30/110 [03:08<08:12,  6.16s/it, loss=0.416]Acc:0.9296875
Epoch [16/30]:  32%|███▌       | 35/110 [03:39<07:43,  6.17s/it, loss=0.418]Acc:0.9453125
Epoch [16/30]:  36%|████       | 40/110 [04:08<06:54,  5.92s/it, loss=0.429]Acc:0.90625
Epoch [16/30]:  41%|████▌      | 45/110 [04:39<06:23,  5.90s/it, loss=0.448]Acc:0.90625
Epoch [16/30]:  45%|█████      | 50/110 [05:07<05:34,  5.57s/it, loss=0.423]Acc:0.9453125
Epoch [16/30]:  50%|█████▌     | 55/110 [05:36<05:16,  5.76s/it, loss=0.432]Acc:0.9140625
Epoch [16/30]:  55%|██████     | 60/110 [06:05<04:46,  5.74s/it, loss=0.431]Acc:0.9375
Epoch [16/30]:  59%|██████▌    | 65/110 [06:34<04:21,  5.82s/it, loss=0.416]Acc:0.921875
Epoch [16/30]:  64%|███████    | 70/110 [07:04<03:57,  5.95s/it, loss=0.412]Acc:0.9453125
Epoch [16/30]:  68%|███████▍   | 75/110 [07:34<03:28,  5.95s/it, loss=0.429]Acc:0.9296875
Epoch [16/30]:  73%|████████▋   | 80/110 [08:03<02:53,  5.78s/it, loss=0.42]Acc:0.9140625
Epoch [16/30]:  77%|████████▌  | 85/110 [08:34<02:31,  6.06s/it, loss=0.434]Acc:0.921875
Epoch [16/30]:  82%|█████████  | 90/110 [09:04<01:58,  5.91s/it, loss=0.403]Acc:0.9609375
Epoch [16/30]:  86%|█████████▌ | 95/110 [09:34<01:26,  5.78s/it, loss=0.446]Acc:0.8984375
Epoch [16/30]:  91%|█████████ | 100/110 [10:03<00:58,  5.86s/it, loss=0.422]Acc:0.953125
Epoch [16/30]:  95%|█████████▌| 105/110 [10:33<00:30,  6.05s/it, loss=0.418]Acc:0.9375
Epoch [16/30]: 100%|██████████| 110/110 [10:51<00:00,  5.93s/it, loss=0.562]
Epochs 16,  Test ACC: 0.7937547217325611
Epoch [17/30]:   0%|                    | 0/110 [00:06<?, ?it/s, loss=0.435]Acc:0.9296875
Epoch [17/30]:   5%|▌           | 5/110 [00:36<10:25,  5.95s/it, loss=0.425]Acc:0.9296875
Epoch [17/30]:   9%|█          | 10/110 [01:07<10:25,  6.26s/it, loss=0.431]Acc:0.921875
Epoch [17/30]:  14%|█▌         | 15/110 [01:38<09:46,  6.17s/it, loss=0.422]Acc:0.921875
Epoch [17/30]:  18%|██▎          | 20/110 [02:09<09:19,  6.21s/it, loss=0.4]Acc:0.96875
Epoch [17/30]:  23%|██▋         | 25/110 [02:41<08:58,  6.34s/it, loss=0.43]Acc:0.9375
Epoch [17/30]:  27%|███        | 30/110 [03:11<08:13,  6.17s/it, loss=0.412]Acc:0.9375
Epoch [17/30]:  32%|███▌       | 35/110 [03:43<07:50,  6.27s/it, loss=0.417]Acc:0.953125
Epoch [17/30]:  36%|████       | 40/110 [04:13<07:07,  6.11s/it, loss=0.392]Acc:0.9765625
Epoch [17/30]:  41%|████▌      | 45/110 [04:42<06:19,  5.84s/it, loss=0.414]Acc:0.953125
Epoch [17/30]:  45%|█████      | 50/110 [05:12<05:49,  5.82s/it, loss=0.425]Acc:0.921875
Epoch [17/30]:  50%|█████▌     | 55/110 [05:43<05:39,  6.18s/it, loss=0.406]Acc:0.9765625
Epoch [17/30]:  55%|██████▌     | 60/110 [06:13<05:10,  6.20s/it, loss=0.41]Acc:0.9453125
Epoch [17/30]:  59%|██████▌    | 65/110 [06:44<04:37,  6.17s/it, loss=0.405]Acc:0.9375
Epoch [17/30]:  64%|███████    | 70/110 [07:14<04:03,  6.08s/it, loss=0.411]Acc:0.9453125
Epoch [17/30]:  68%|███████▍   | 75/110 [07:45<03:39,  6.26s/it, loss=0.416]Acc:0.953125
Epoch [17/30]:  73%|████████   | 80/110 [08:17<03:09,  6.33s/it, loss=0.417]Acc:0.9609375
Epoch [17/30]:  77%|████████▌  | 85/110 [08:49<02:38,  6.32s/it, loss=0.422]Acc:0.90625
Epoch [17/30]:  82%|█████████  | 90/110 [09:20<02:04,  6.20s/it, loss=0.416]Acc:0.9296875
Epoch [17/30]:  86%|█████████▌ | 95/110 [09:50<01:30,  6.06s/it, loss=0.429]Acc:0.9296875
Epoch [17/30]:  91%|██████████ | 100/110 [10:21<01:01,  6.20s/it, loss=0.41]Acc:0.9375
Epoch [17/30]:  95%|█████████▌| 105/110 [10:51<00:31,  6.27s/it, loss=0.425]Acc:0.9375
Epoch [17/30]: 100%|██████████| 110/110 [11:10<00:00,  6.10s/it, loss=0.378]
Epochs 17,  Test ACC: 0.7955175018886931
Epoch [18/30]:   0%|                    | 0/110 [00:06<?, ?it/s, loss=0.433]Acc:0.90625
Epoch [18/30]:   5%|▌           | 5/110 [00:37<10:51,  6.21s/it, loss=0.429]Acc:0.9296875
Epoch [18/30]:   9%|█          | 10/110 [01:06<09:57,  5.97s/it, loss=0.405]Acc:0.953125
Epoch [18/30]:  14%|█▌         | 15/110 [01:37<09:40,  6.11s/it, loss=0.396]Acc:0.9609375
